"job_id","job_title_short","job_location","name","job_work_from_home","salary_year_avg"
1044426,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"98000.0"
630777,"Data Analyst","Anywhere","CRED iQ",True,"97500.0"
1714018,"Data Analyst","Anywhere","Cognizant Technology Solutions",True,"97500.0"
1691565,"Data Analyst","Anywhere","InvestM Technology LLC",True,"97500.0"
498516,"Data Analyst","Anywhere","Motion Recruitment",True,"97500.0"
35406,"Data Analyst","Anywhere","Central California Alliance for Health (Remote)",True,"97070.5"
339556,"Data Analyst","Anywhere","Driscoll's",True,"97000.0"
1299756,"Data Analyst","Anywhere","Respawn Entertainment",True,"96400.0"
1791218,"Data Analyst","Anywhere","Booz Allen Hamilton",True,"95700.0"
1601917,"Data Analyst","Anywhere","Insight Global",True,"95680.0"
703426,"Data Analyst","Anywhere","Insight Global",True,"95680.0"
1519639,"Data Analyst","Anywhere","Booz Allen Hamilton",True,"95650.0"
735880,"Data Analyst","Anywhere","Olympus Corporation of the Americas",True,"95500.0"
354407,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"95329.0"
690438,"Data Analyst","Anywhere","CVS Health",True,"95150.0"
430230,"Data Analyst","Anywhere","Ryder System",True,"95000.0"
78069,"Data Analyst","Anywhere","Polygence",True,"95000.0"
542425,"Data Analyst","Anywhere","Jobot",True,"95000.0"
1156421,"Data Analyst","Anywhere","Motion Recruitment",True,"95000.0"
1359967,"Data Analyst","Anywhere","Clark Associates",True,"95000.0"
369634,"Data Analyst","Anywhere","Hays",True,"95000.0"
945198,"Data Analyst","Anywhere","General Dynamics Information Technology",True,"95000.0"
204667,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"95000.0"
1491918,"Data Analyst","Anywhere","IDR, Inc.",True,"95000.0"
1355313,"Data Analyst","Anywhere","United Site Services",True,"95000.0"
1467775,"Data Analyst","Anywhere","Insight Global",True,"95000.0"
328827,"Data Analyst","Anywhere","HopSkipDrive",True,"95000.0"
1240374,"Data Analyst","Anywhere","Insight Global",True,"95000.0"
1230135,"Data Analyst","Anywhere","Earnest Analytics",True,"95000.0"
796604,"Data Analyst","Anywhere","Polygence",True,"95000.0"
334078,"Data Analyst","Anywhere","American Red Cross",True,"95000.0"
1127339,"Data Analyst","Anywhere","Protect Democracy",True,"94871.5"
961597,"Data Analyst","Anywhere","The Cigna Group",True,"94400.0"
1243771,"Data Analyst","Anywhere","Tactis LLC",True,"94000.0"
133125,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"93000.0"
75704,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"93000.0"
960363,"Data Analyst","Anywhere","Medidata Solutions",True,"92750.0"
758193,"Data Analyst","Anywhere","LeanTaaS",True,"92500.0"
1190547,"Data Analyst","Anywhere","HopSkipDrive",True,"92500.0"
1098113,"Data Analyst","Anywhere","0nward Select",True,"92500.0"
738823,"Data Analyst","Anywhere","OUTFITTERY",True,"92000.0"
1178655,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"91000.0"
382064,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
811436,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
1729407,"Data Analyst","Anywhere","General Dynamics Information Technology",True,"90000.0"
196796,"Data Analyst","Anywhere","Angi",True,"90000.0"
258262,"Data Analyst","Anywhere","Get It Recruit - Real Estate",True,"90000.0"
293077,"Data Analyst","Anywhere","Get It Recruit - Administrative",True,"90000.0"
514485,"Data Analyst","Anywhere","Constant Associates",True,"90000.0"
468153,"Data Analyst","Anywhere","Axelerate",True,"90000.0"
25749,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
326110,"Data Analyst","Anywhere","Preveta",True,"90000.0"
321007,"Data Analyst","Anywhere","Maximus",True,"90000.0"
1647550,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
613034,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
391159,"Data Analyst","Anywhere","CVS Health",True,"90000.0"
680315,"Data Analyst","Anywhere","Gotely",True,"90000.0"
354417,"Data Analyst","Anywhere","EcoCart",True,"90000.0"
1228142,"Data Analyst","Anywhere","Grant Leading Technology, LLC",True,"90000.0"
846860,"Data Analyst","Anywhere","Get It Recruit - Real Estate",True,"90000.0"
914174,"Data Analyst","Anywhere","Home Depot / THD",True,"90000.0"
581546,"Data Analyst","Anywhere","Engage Partners Inc.",True,"90000.0"
1244897,"Data Analyst","Anywhere","Get It Recruit - Real Estate",True,"90000.0"
1186631,"Data Analyst","Anywhere","Adaptive Solutions Group",True,"90000.0"
648986,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
1810744,"Data Analyst","Anywhere","Venteon",True,"90000.0"
1560173,"Data Analyst","Anywhere","CyberCoders",True,"90000.0"
714930,"Data Analyst","Anywhere","Motion Recruitment",True,"90000.0"
116825,"Data Analyst","Anywhere","hackajob",True,"90000.0"
1152523,"Data Analyst","Anywhere","Get It Recruit - Real Estate",True,"90000.0"
419649,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
663590,"Data Analyst","Anywhere","Labor, Department of",True,"89833.5"
122927,"Data Analyst","Anywhere","Heluna Health",True,"89796.0"
1618146,"Data Analyst","Anywhere","Verizon",True,"89500.0"
833662,"Data Analyst","Anywhere","World Education Services",True,"89000.0"
660036,"Data Analyst","Anywhere","Get It Recruit - Transportation",True,"89000.0"
1209792,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"88000.0"
1657752,"Data Analyst","Anywhere","Get It Recruit - Transportation",True,"88000.0"
66566,"Data Analyst","Anywhere","Vatica Health",True,"87500.0"
30317,"Data Analyst","Anywhere","Insight Global",True,"87500.0"
352252,"Data Analyst","Anywhere","Get It Recruit - Administrative",True,"87500.0"
748524,"Data Analyst","Anywhere","Oxfam America",True,"87500.0"
915649,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"87500.0"
826590,"Data Analyst","Anywhere","Beacon Hill Staffing Group",True,"87500.0"
1489901,"Data Analyst","Anywhere","Predictive Data Lab",True,"87500.0"
1433360,"Data Analyst","Anywhere","SeatGeek",True,"87500.0"
916210,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"87000.0"
961041,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"87000.0"
401243,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"86500.0"
1704094,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"86500.0"
456839,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"86000.0"
1638633,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"85500.0"
1782272,"Data Analyst","Anywhere","FocusKPI Inc.",True,"85000.0"
1085007,"Data Analyst","Anywhere","DeepIntent",True,"85000.0"
710614,"Data Analyst","Anywhere","Envision Staffing Solutions",True,"85000.0"
27772,"Data Analyst","Anywhere","Redwood Strategy Group",True,"85000.0"
1112585,"Data Analyst","Anywhere","BlueLabs Analytics, Inc.",True,"85000.0"
1215316,"Data Analyst","Anywhere","Impact Genome",True,"85000.0"
384007,"Data Analyst","Anywhere","Motion Recruitment",True,"85000.0"
1640252,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"85000.0"
382000,"Data Analyst","Anywhere","Prime Team Partners",True,"85000.0"
196337,"Data Analyst","Anywhere","SimioCloud",True,"85000.0"
52176,"Data Analyst","Anywhere","Mint Mobile",True,"85000.0"
1458260,"Data Analyst","Anywhere","QSE7, LLC",True,"85000.0"
1201469,"Data Analyst","Anywhere","Peopletek",True,"85000.0"
50602,"Data Analyst","Anywhere","Impact Genome",True,"85000.0"
1762396,"Data Analyst","Anywhere","Impact Genome",True,"85000.0"
314738,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"85000.0"
1766497,"Data Analyst","Anywhere","Get It Recruit - Healthcare",True,"84950.0"
1811540,"Data Analyst","Anywhere","Ronin Staffing",True,"84800.0"
1813745,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84500.0"
1540216,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84500.0"
104800,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84500.0"
1736157,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84500.0"
1163106,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84500.0"
133854,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"84500.0"
547661,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84500.0"
496663,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84500.0"
367476,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84500.0"
444259,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84500.0"
398669,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84500.0"
1558833,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
23358,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
1551217,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
122796,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
1761702,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
998283,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
858421,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
918810,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
1155449,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
1156181,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
1683817,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
894665,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
1544793,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"84000.0"
1153109,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"83500.0"
197120,"Data Analyst","Anywhere","Robert Half",True,"83500.0"
1128758,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"83500.0"
1632454,"Data Analyst","Anywhere","Insight Global",True,"83500.0"
1618469,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"83500.0"
1366794,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"83500.0"
309335,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"83500.0"
457003,"Data Analyst","Anywhere","Memorial Sloan Kettering Cancer Center",True,"83200.0"
604141,"Data Analyst","Anywhere","Alameda Health Consortium/Community Health Center Network",True,"83000.0"
373211,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"83000.0"
1656466,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"83000.0"
1005824,"Data Analyst","Anywhere","General Dynamics Information Technology",True,"83000.0"
984993,"Data Analyst","Anywhere","Luxury Presence",True,"82750.0"
908469,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82500.0"
1758551,"Data Analyst","Anywhere","Complete HR Solutions",True,"82500.0"
672574,"Data Analyst","Anywhere","Emotive",True,"82500.0"
1621876,"Data Analyst","Anywhere","Customer Value Partners",True,"82500.0"
1715658,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82500.0"
1269187,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82500.0"
95123,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82500.0"
1795056,"Data Analyst","Anywhere","Vitalief Inc.",True,"82500.0"
1727059,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82500.0"
863059,"Data Analyst","Anywhere","Confidential",True,"82500.0"
838391,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82500.0"
103900,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82500.0"
427343,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82500.0"
934891,"Data Analyst","Anywhere","CyberCoders",True,"82500.0"
337179,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82500.0"
879043,"Data Analyst","Anywhere","Village Care",True,"82350.5"
1296038,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82000.0"
1115037,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82000.0"
288466,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"82000.0"
